originSize: 158823    uniqsize: 29003
SIP DIP  SP   DP    PROT     NUM: 
1846606056 1711529282  64955   51631    17     13
3494164022 721990643  12012   443    6     19
2593630871 3547002475  51013   80    6     1
2440306718 3530304411  42168   80    6     3
730555765 21792296  26657   9339    6     1
1669981391 23106193  61067   80    6     2
3525132116 3504996066  80   55921    6     198
3327711880 3327712048  11388   13004    17     15
2153009715 19863711  54916   443    6     8
730555662 24050628  65214   9339    6     2
1956941083 26782609  41786   9339    6     1
314619671 1758553137  45299   8443    6     9
666328636 53224438  59257   443    6     18
1324029184 1875764362  64951   49992    6     1
1958191532 23105604  50429   80    6     9
1246725280 3710835839  42854   80    6     5
1671310434 59002657  56458   8100    6     2
3692778521 724248594  29127   443    6     8
2153010008 99668284  4210   9339    6     2
3327712557 3327712113  33372   43216    17     15
2389718733 3327712049  56314   13288    17     15
602981115 797199260  443   50931    6     3
3327711880 3327712020  62734   45828    17     15
3327711880 3327712022  31826   61068    17     15
3562362260 19011244  15395   9339    6     3
3327712557 3327712048  64476   43558    17     15
1783900014 1797105836  56601   9339    6     1
3327712557 3327712048  60592   15314    17     15
1912976103 26337311  58979   443    6     1
2042003679 66735445  1760   443    6     3
665794027 734983315  59567   443    6     3
253279513 26262976  57293   443    6     4
665794027 734983315  59571   443    6     2
1123797512 2637498118  50572   5938    6     1
1123455242 2612429154  62624   80    6     152
1138278892 1015003767  443   43108    6     4
602981115 3258080670  443   24126    6     60
2579565741 3530300009  48930   80    6     38
2529684017 391443938  443   42757    6     1
1875763944 1166256916  44598   52053    17     6
730555807 23570923  11382   9339    6     4
667295096 21038072  37244   1443    6     6
2271990742 314623049  64393   3389    6     3
730555770 27136379  42037   9339    6     2
730555760 23563012  47847   9339    6     1
3374077135 3328299609  12340   48962    17     15
2264986848 602983364  41727   443    6     4
3495444594 731105267  57637   443    6     10
1617131226 19252925  16399   9339    6     1
2181757662 1797207148  51017   443    6     4
2576076327 3720603430  57173   48786    6     66
1689253235 100424890  38175   80    6     3
3695995189 23838260  61135   443    6     3
2579601277 3504996320  443   45390    6     4
3701601753 2637498117  60223   5938    6     1
2341638442 602983364  59604   443    6     51
1832538177 99816085  26407   443    6     1
474260942 23111433  7544   443    6     4
3327028426 100426853  50890   80    6     4
1956922556 26897922  5460   9339    6     3
1225603634 1093329981  12674   9210    6     3
730555799 22738387  24677   9339    6     8
3632572287 724248705  33479   80    6     6
865343144 1714138122  50957   443    6     31
3597184539 602983364  17407   443    6     1
1956938504 26728191  2522   9339    6     1
1247393230 3530307825  58473   80    6     5
1805944684 737088722  38916   80    6     1
2153011400 59476819  54996   443    6     1
731118431 3530300009  34890   80    6     7
2005448062 737136964  64702   443    6     1
1760131598 21121417  55262   443    6     121
3082476840 66790355  56743   80    6     2
3704073379 734964992  58351   80    6     1
3626507381 3504995918  80   52448    6     2
1113877351 24929788  25982   443    6     4
3320269646 23106818  54996   80    6     1
91963432 1148888366  61610   52565    50     1
2147673140 23111664  32452   443    6     10
1671310459 19741114  47278   8100    6     6
3524726666 734964507  7708   80    6     4
1373904471 1875764449  16584   49062    17     60
1685835544 3547000634  53018   5580    6     1
1671310434 21123177  31489   8100    6     7
257157362 2579592649  80   61397    6     2
85280606 2300815998  49745   5319    6     10
2366629905 3376301690  44824   80    6     2
2218467346 3327712116  15574   10088    17     15
3337764105 721994672  49388   443    6     8
730555746 22100091  5687   9339    6     1
3568535660 19900497  49701   25    6     1
3327827714 23906567  50953   443    6     7
666333161 59005935  47195   30011    6     1
1076183641 1758552854  3074   33060    17     18
2055491953 23131399  52641   443    6     4
2116647214 2579574354  33354   443    6     3
3327712508 3327712022  52000   28076    17     15
1205321060 3546982457  50040   80    6     3
730555753 21792296  57460   9339    6     1
2550169570 0  0   0    252     409
2187210003 1875764325  64415   8080    17     26
730555747 26872452  53455   9339    6     1
667295527 26228926  44119   443    6     5
3506686611 1099824700  4433   61974    17     5
730555748 26872452  4910   9339    6     1
849265765 17010605  5932   9339    6     2
2747476038 18919845  41367   80    6     1
1864759510 26368716  12041   443    6     2
1883318856 23111450  33973   443    6     203
730555796 17802978  47501   9339    6     2
1913006416 24067414  34075   443    6     12
3540993705 736137583  443   54240    17     54
1869637406 100431888  4478   1935    6     1
3403938730 26226293  37392   80    6     4
666338477 66721748  64556   80    6     1
2277395486 602983415  55907   443    6     47
1695033394 2766478073  443   4156    6     5
3484004053 23111433  40258   443    6     35
23871999 23131561  57422   443    6     4
1866156089 734963739  54201   443    6     1
88732374 734963322  39396   443    6     2
3305903458 19867667  60117   80    6     2
2714721814 0  0   0    252     168
2341638455 602983364  37936   443    6     10
1139242672 3692795753  1336   22418    17     15
1110637011 2472879818  26171   80    6     1
1697873246 3530304411  33918   80    6     1
3339560821 1935289658  21234   19000    17     15
3335085839 3710835949  38945   80    6     7
3619443783 602983364  39255   443    6     25
3329097495 100412018  53641   80    6     8
2147552787 0  0   0    255     1
723369988 3504995987  40156   443    6     3
2946568016 1714138932  45242   443    6     14
793947163 2579574623  443   37593    6     19
257157326 2579592484  35784   443    6     1
738191636 3710835955  51247   80    6     70
1139242675 3692795761  29656   32514    17     15
730555657 2310469933  16211   9339    6     2
1076181108 2472880176  45141   443    6     8
3327711880 3327712113  29310   57294    17     15
730555656 16881078  49019   9339    6     1
2641473899 65858930  17200   80    6     3
3347133200 19045238  55000   5558    17     1
1702901121 721997767  3250   80    6     1
2374641591 1875764355  8321   11676    6     1
2078952715 60232805  58665   80    6     2
2120402274 60199304  54946   80    6     1
1642200775 1098661044  64749   40481    6     4
730555788 23428916  41879   9339    6     2
1800420588 724248816  46266   443    6     3
1224847694 3710836109  57177   9042    17     12
1783899791 17630602  9882   9339    6     2
256900873 1714138779  20177   443    6     4
1802190609 100426821  62049   8000    6     2
829199841 721996097  10608   443    6     46
3327712556 3327712048  61640   37130    17     15
1800324125 3327463648  52967   80    6     6
2195931991 1875661951  2238   15210    17     15
2218467351 3327712116  13360   17740    17     15
1805949862 1797126337  48829   80    6     5
3597184536 602983364  58676   443    6     2
3327712508 3327712020  28572   29168    17     15
2593651872 2579592662  60708   80    6     2
1094930349 734972730  1662   80    6     2
730555794 17573443  11464   9339    6     1
1121747857 721995734  60232   80    6     4
3327711880 3327712048  17284   23038    17     15
3288360970 16929013  53   24028    17     1
3601028910 3720596652  3389   1402    6     10
1671311015 19889462  38047   8100    6     6
730555783 23428916  24127   9339    6     1
3084918487 16888723  53767   9339    6     1
3327711880 3327712048  42474   48608    17     15
1783899860 16920503  61688   9339    6     1
1704873253 721980673  61624   443    6     1
3081839573 19837572  61804   443    6     1
730555764 19261681  56722   9339    6     1
1849547926 3632943161  49644   80    6     12
1967428604 602983415  3307   80    6     2
730555820 2310461246  50291   9339    6     1
3327712508 3327712022  45888   21196    17     15
1224769570 2579592482  57012   1485    17     8
732471418 23905416  32876   80    6     2
1224847592 59387040  38368   443    6     2
730555787 17804973  52667   9339    6     1
731118401 3530300009  61959   80    6     6
3312451242 23118097  4469   443    6     30
3326355724 1498237368  59940   53    17     1
2579601277 3504996296  80   41598    6     2
2450896388 26660816  8800   40571    6     10
498839081 734973376  13611   443    6     1
3597184532 602983364  44686   443    6     4
3696224640 3530299929  26809   5660    6     4
2116299658 23110871  38833   443    6     137
3483065752 23111430  50701   443    6     3
233086406 1875764448  17101   23769    17     27
3483969080 2310423246  16716   443    6     1
1838352396 2310469933  53186   9339    6     1
3327712562 3327712048  39380   27886    17     15
3327711880 3327712113  37768   38534    17     15
1193733629 100412020  58217   80    6     4
3481810940 23111367  18749   443    6     35
1783899791 16918200  56421   9339    6     7
3085972994 66605161  61397   80    6     1
2579566049 3710835955  32892   80    6     38
3597367022 3327712116  38714   58648    17     15
3470473066 737120540  54457   443    6     2
730555773 16918200  54501   9339    6     2
1968781044 20593814  37942   80    6     143
3704628486 2612429156  52197   80    6     56
3327712557 3327712113  48128   55844    17     15
1321043316 1875712475  50321   20496    17     2
17240963 3633624426  443   45033    6     4
3327711880 3327712048  41730   25858    17     15
1799985821 2579609716  46192   3486    17     14
730555815 19012239  5065   9339    6     1
1877597132 3327463661  53963   80    6     1
2579601184 3504996324  443   57291    6     9
1783899870 16794434  55692   9339    6     1
730555762 16851627  8466   9339    6     2
730555779 26425636  64684   9339    6     1
3326217597 736895248  42771   80    6     2
1186409586 1099817669  16472   26784    17     15
227037165 23131542  54984   80    6     3
2407291699 602983415  61470   443    6     29
100404423 3376305887  43104   3724    6     7
2063132406 3530307825  39020   80    6     2
730555811 23570923  41547   9339    6     1
3481810742 23111433  42657   443    6     13
2153050157 22057471  31320   9339    6     1
1889291861 23127131  46880   443    6     3
1611050817 1121757458  25   45102    6     3
1474377717 0  0   0    246     26
1534181639 1875764476  10007   61085    6     35
2593651879 3530315444  9170   80    6     1
1856863585 1158353785  27466   443    6     1
730555775 24050628  19975   9339    6     2
3384598853 26289305  64378   443    6     28
2031009154 721998167  51297   443    6     22
2407426380 602983381  54949   80    6     29
730555764 26425636  27768   9339    6     4
1887421659 23111530  38685   443    6     8
2042319689 19784917  55018   443    6     4
2341638424 602983364  20467   443    6     12
1464466142 1875712500  57033   4470    17     53
667295757 21148154  53768   80    6     4
3597182453 602983364  43241   443    6     3
3692777664 724248609  2001   2001    17     7
384314593 100412627  51994   80    6     3
